1,2,3
0.108,0.109,0.107
0.111,0.11,0.117
0.127,0.13,0.12
0.355,0.415,0.295
0.098,0.101,0.102
0.094,0.101,0.092
0.131,0.104,0.114
0.173,0.284,0.221
