1,2,3
0.289,0.305,0.327
0.548,0.588,0.656
1.62,1.589,1.646
3.35,3.35,3.35
0.134,0.132,0.136
0.242,0.25,0.246
0.801,0.827,0.853
2.443,2.576,2.643
