1,2,3
0.081,0.106,0.115
0.122,0.1,0.106
0.121,0.134,0.137
0.188,0.157,0.18
0.083,0.123,0.101
0.095,0.121,0.107
0.101,0.137,0.127
0.115,0.167,0.155
