1,2,3
0.169,0.202,0.154
0.401,0.371,0.381
1.429,1.442,1.399
3.226,3.226,3.402
0.143,0.14,0.134
0.346,0.337,0.322
0.848,0.811,0.813
1.829,1.659,1.686
