1,2,3
0.13,0.138,0.135
0.159,0.137,0.192
0.496,0.497,0.495
2.13,2.13,2.13
0.079,0.076,0.078
0.072,0.082,0.082
0.349,0.345,0.343
1.498,1.498,1.498
