1,2,3
0.141,0.12,0.142
0.142,0.132,0.181
0.147,0.151,0.219
0.308,0.334,0.316
0.1,0.087,0.087
0.089,0.09,0.089
0.121,0.127,0.134
0.288,0.291,0.305
