1,2,3
0.242,0.199,0.205
0.61,0.558,0.528
1.718,1.623,1.619
2.692,2.634,2.23
0.079,0.085,0.08
0.148,0.19,0.161
0.593,0.611,0.618
1.848,1.848,1.867
