1,2,3
0.083,0.086,0.089
0.088,0.089,0.092
0.154,0.163,0.165
0.434,0.45,0.465
0.058,0.059,0.066
0.062,0.065,0.068
0.083,0.091,0.095
0.227,0.302,0.413
