1,2,3
0.158,0.149,0.147
0.314,0.312,0.305
0.976,0.932,0.96
2.187,1.985,2.023
0.125,0.141,0.106
0.276,0.187,0.177
0.666,0.671,0.671
1.009,1.053,1.079
