1,2,3
0.118,0.129,0.134
0.119,0.162,0.141
0.145,0.176,0.15
0.275,0.274,0.283
0.107,0.102,0.103
0.116,0.111,0.107
0.11,0.122,0.124
0.213,0.294,0.402
