1,2,3
0.089,0.106,0.142
0.102,0.096,0.121
0.158,0.131,0.132
0.342,0.282,0.254
0.077,0.093,0.087
0.083,0.08,0.081
0.092,0.098,0.099
0.181,0.431,0.306
