1,2,3
0.143,0.187,0.146
0.223,0.279,0.239
0.651,0.764,0.678
0.943,0.959,0.965
0.143,0.187,0.146
0.223,0.279,0.239
0.451,0.464,0.578
0.943,0.959,0.965
