1,2,3
0.089,0.095,0.101
0.136,0.118,0.136
0.808,0.846,0.919
2.12,1.559,2.684
0.078,0.083,0.083
0.088,0.083,0.083
0.58,0.644,0.643
1.329,1.34,1.186

