1,2,3
0.25,0.229,0.238
0.539,0.578,0.529
1.369,1.373,1.324
2.619,2.59,2.475
0.126,0.182,0.106
0.19,0.167,0.166
0.477,0.545,0.455
1.469,1.423,1.461
