1,2,3
0.236,0.24,0.239
0.666,0.638,0.606
1.992,1.997,1.163
3.454,3.153,3.153
0.236,0.24,0.239
0.758,0.728,0.737
1.628,1.629,1.628
2.555,2.601,2.555
