1,2,3
0.211,0.232,0.176
0.371,0.327,0.333
1.329,1.34,1.186
3.091,2.948,2.99
0.13,0.136,0.136
0.225,0.218,0.232
0.752,0.738,0.798
1.953,2.039,2.067
